customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
13193;2008-12-16;0;0;4;2008-12-16;0;1;0;0;27; ;0; ;3;3;0;0;0;0;2008-12-18;2008-12-17;1175;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0
13217;2008-07-17;0;0;8;2008-07-17;0;1;0;0;7; ;0; ;4;2;0;0;0;0;2009-07-21;0000-00-00;1649;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
13221;2008-11-28;1;0;4;2008-11-28;0;2;2;0;47;55;1; ;1;2;0;1;0;0;2008-12-02;2008-11-30;693;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
13235;2008-07-20;0;0;9;2008-07-20;0;1;0;0;68; ;1; ;3;2;0;0;0;0;2008-07-22;2008-07-21;990;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13241;2008-11-01;0;0;9;2008-11-01;0;1;0;0;32; ;1;AX;1;1;0;0;0;0;2008-11-04;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
13246;2008-11-30;0;0;4;2008-11-30;0;1;1;1;25; ;0; ;1;1;0;0;0;0;2008-12-02;2008-12-01;263;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13251;2008-11-14;1;0;12;2008-11-14;1;3;0;0;23; ;0; ;4;2;0;1;0;0;2008-11-18;2008-11-15;965;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13282;2008-05-31;1;0;11;2008-05-31;0;3;0;0;2; ;1; ;4;3;0;1;0;0;2009-06-02;2008-10-09;1056;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0
13284;2008-10-30;1;0;2;2008-10-30;0;1;0;0;82; ;0; ;4;2;0;0;0;0;2008-11-03;2008-10-31;569;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
13297;2008-08-14;0;0;6;2008-08-14;0;1;0;0;90; ;0;BQ;3;2;0;0;0;0;2008-08-18;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
13311;2008-04-02;1;0;9;2008-04-02;0;1;3;0;96; ;0; ;1;1;0;0;0;1;2008-04-16;0000-00-00;106;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13314;2008-08-16;0;0;12;2008-08-16;0;3;1;1;50; ;0; ;1;1;0;1;0;0;2008-08-19;2008-08-19;106;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13317;2008-10-26;1;0;12;2008-10-26;0;1;3;0;24; ;0;BQ;2;1;0;0;0;0;2008-10-28;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13330;2008-07-28;0;0;11;2008-07-28;0;3;0;0;76; ;0; ;5;13;0;1;0;0;2008-07-29;2008-07-28;4785;0;0;0;1;0;12;0;0;0;0;0;0;0;0;1
13333;2008-05-09;2;0;12;2008-05-09;0;1;3;0;33; ;0; ;4;1;0;0;0;0;2009-05-12;2008-07-11;546;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13334;2008-06-12;1;0;8;2008-06-12;0;3;1;1;84; ;0; ;4;2;0;1;0;0;2008-06-13;2008-06-12;653;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
13340;2008-09-17;0;0;9;2008-09-15;0;1;1;1;14; ;0; ;4;1;0;0;0;0;2008-09-18;2008-09-18;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13342;2008-11-14;1;0;9;2008-11-14;0;2;1;1;52; ;0; ;2;1;0;1;0;0;2008-11-18;2008-11-15;266;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13343;2008-08-04;0;0;4;2008-08-04;0;1;0;0;30; ;0;BQ;1;1;0;0;0;0;2008-08-06;0000-00-00;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13352;2008-11-04;0;0;8;2008-11-04;0;3;1;1;84; ;0; ;5;4;0;1;0;0;2008-11-05;2008-11-05;1881;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
13353;2008-07-09;0;0;4;2008-07-09;0;3;1;1;26; ;0; ;3;2;0;1;0;0;2008-07-11;2008-07-10;830;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13357;2008-04-03;2;0;12;2008-04-03;0;1;0;0;78; ;0; ;4;1;0;0;0;0;2008-04-07;2008-04-04;279;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13362;2008-12-29;1;0;12;2008-12-29;0;2;1;1;44; ;0; ;4;1;0;1;0;0;2009-01-07;2009-01-02;556;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13364;2008-10-23;0;0;8;2008-10-23;0;2;0;0;41; ;0; ;4;3;0;1;0;0;2008-10-24;2008-10-23;1321;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
13365;2008-06-03;2;0;9;2008-06-03;0;1;0;0;65; ;0; ;5;7;0;0;0;0;2008-06-04;2008-06-04;539;7;0;0;5;2;0;0;0;0;0;0;0;0;0;1
13369;2008-11-15;0;0;5;2008-11-14;0;1;2;0;22; ;0; ;4;4;0;0;0;0;2008-12-02;2008-12-01;869;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1
13371;2008-11-16;0;0;9;2008-11-16;0;2;1;1;76; ;0; ;3;1;0;1;0;0;2008-11-18;2008-11-17;365;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13374;2008-11-19;0;0;4;2008-11-19;0;2;0;0;40; ;1; ;1;2;0;1;0;0;2008-11-21;2008-11-20;462;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
13377;2008-06-04;0;0;12;2008-06-04;0;3;1;1;25; ;0; ;2;1;0;1;0;0;2008-06-05;2008-06-05;466;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13378;2008-10-29;1;0;4;2008-10-29;0;3;0;0;1; ;0; ;5;4;0;1;0;0;2008-10-31;2008-10-30;2263;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
13380;2008-05-26;2;0;12;2008-05-26;1;3;3;0;55; ;0; ;4;3;0;1;0;0;2008-06-10;2008-05-31;568;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0
13400;2008-07-21;0;0;9;2008-07-21;0;3;1;1;38; ;0; ;5;4;0;1;0;0;2008-07-23;2008-07-21;728;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
13414;2008-12-22;0;0;8;2008-12-22;0;3;1;1;26; ;0; ;2;1;0;1;0;0;2008-12-24;2008-12-23;485;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13423;2008-08-05;1;0;12;2008-08-05;0;1;3;0;70; ;0;BQ;5;7;0;0;0;0;2008-08-06;0000-00-00;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
13434;2008-10-13;2;0;12;2008-10-13;0;3;1;1;97; ;0; ;5;2;0;1;0;0;2008-11-04;2008-11-26;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13437;2008-09-03;0;0;9;2008-09-03;1;2;0;0;41; ;0; ;1;1;0;1;0;1;2008-09-16;2008-10-20;110;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13444;2008-10-18;0;0;9;2008-10-18;0;2;0;0;44; ;1; ;1;1;0;1;0;1;2008-10-21;2008-10-20;220;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
13455;2008-10-31;0;0;9;2008-10-31;1;1;0;0;22;22;0; ;4;3;0;0;0;0;2008-11-03;2008-10-31;1556;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
13461;2008-08-16;0;0;4;2008-08-16;1;3;2;0;97; ;0; ;2;1;0;1;0;1;2008-08-19;2008-08-18;541;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13465;2008-04-18;2;0;9;2008-04-18;1;1;2;0;59; ;0; ;5;1;0;0;0;0;2008-04-22;0000-00-00;146;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0
13471;2008-08-24;0;0;8;2008-08-24;0;1;0;0;38; ;0;BQ;3;2;0;0;0;0;2008-08-26;2008-08-25;907;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13487;2008-05-25;0;0;5;2008-05-25;0;1;0;0;44;45;0; ;2;1;0;0;0;1;2008-05-27;2008-05-26;829;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13494;2008-07-22;0;0;9;2008-07-22;0;1;0;0;66; ;0;BQ;5;10;0;0;0;0;2008-07-23;2008-07-23;2280;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0
13505;2008-11-02;1;0;1;2008-11-02;1;2;2;0;40; ;1; ;1;2;0;1;0;1;2008-11-04;2008-11-03;455;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
13508;2008-08-26;1;0;9;2008-08-26;0;1;0;0;7; ;1; ;1;1;0;0;0;0;2008-08-27;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13515;2008-05-05;1;0;4;2008-05-05;0;3;0;0;76; ;0; ;4;2;0;1;0;0;2008-05-20;2008-05-08;784;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
13524;2008-11-01;0;0;9;2008-11-01;0;1;0;0;13; ;0;AB;2;1;0;0;0;0;2008-11-04;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13531;2008-11-19;1;0;9;2008-10-18;0;1;0;0;84; ;0; ;3;2;0;0;0;0;2008-11-21;2008-11-20;369;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
13537;2008-12-26;1;0;5;2008-12-26;1;1;0;0;21;21;0; ;2;1;0;0;0;1;2008-12-30;2008-12-27;162;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13566;2008-10-14;1;0;2;2008-10-14;1;1;3;0;91; ;0; ;2;1;0;0;0;0;2008-10-16;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
13572;2008-07-16;1;0;8;2008-07-16;0;2;1;1;48; ;0; ;4;3;0;1;0;0;2008-07-18;2008-07-18;1028;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0
13585;2008-07-05;0;0;4;2008-07-05;0;3;0;0;63; ;0; ;4;3;0;1;0;0;2008-07-08;2008-07-07;1732;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
13590;2008-10-29;0;0;12;2008-10-29;0;1;1;1;54; ;0; ;2;1;0;0;0;0;2008-11-12;0000-00-00;184;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13604;2008-12-02;1;0;12;2008-12-02;0;3;0;0;87; ;1;BD;3;2;0;1;0;0;2008-12-16;2008-12-16;836;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
13612;2008-10-19;1;0;12;2008-10-19;0;2;2;0;50; ;0; ;3;1;0;1;0;0;2008-10-21;2008-10-20;362;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13618;2008-08-26;1;0;9;2008-08-26;0;1;2;0;6; ;0; ;2;1;0;0;0;1;2008-08-28;2008-08-27;291;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
13620;2008-06-17;1;0;4;2008-06-17;0;1;0;0;87; ;0; ;3;1;0;0;0;1;2008-06-19;2008-06-18;350;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13624;2008-09-11;0;0;6;2008-09-11;0;1;0;0;32; ;1;AR;1;1;0;0;0;0;2008-09-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13635;2008-10-05;0;0;9;2008-10-05;1;3;0;0;73; ;0; ;3;2;0;1;0;1;2008-10-07;2008-10-06;604;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
13664;2008-05-26;2;0;1;2008-05-26;1;3;1;1;22; ;0; ;2;1;0;1;0;0;2008-05-27;2008-05-26;354;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
13670;2008-12-08;0;0;9;2008-12-08;1;3;2;0;12; ;0; ;3;2;0;1;0;0;2008-12-10;2008-12-09;1050;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13678;2008-10-07;1;0;8;2008-10-07;0;1;0;0;34; ;0; ;1;1;0;0;0;0;2008-10-08;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13690;2008-10-21;0;0;9;2008-10-21;1;1;0;0;7; ;0;AB;4;3;0;0;0;0;2008-10-22;2008-10-21;1750;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1
13692;2008-12-07;0;0;4;2008-12-07;1;1;0;0;57; ;0; ;5;2;0;0;0;0;2008-12-09;2008-12-08;882;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
13695;2008-07-06;0;0;12;2008-07-06;0;2;0;0;51;51;0; ;4;3;0;1;0;0;2008-07-08;2008-07-07;1426;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
13716;2008-06-06;2;0;12;2008-06-06;0;1;0;0;48; ;0; ;3;1;0;0;0;0;2008-06-09;2008-06-06;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13727;2008-06-27;0;0;2;2008-06-27;0;1;1;1;3; ;0; ;4;2;0;0;0;0;2008-06-30;2008-06-27;907;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
13742;2008-11-30;0;0;9;2008-11-30;0;1;2;0;97; ;0; ;2;1;0;0;0;0;2008-12-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13759;2008-08-03;0;0;8;2008-08-03;0;2;0;0;52; ;0; ;3;2;0;1;0;0;2008-08-05;2008-08-04;668;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
13762;2008-06-19;1;0;8;2008-06-19;0;3;3;0;10; ;0; ;5;5;0;1;0;0;2008-06-23;2008-06-20;1994;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
13763;2008-08-17;0;0;4;2008-08-17;0;1;2;0;1; ;0;BQ;1;1;0;0;0;0;2008-08-19;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
13765;2008-09-16;0;0;12;2008-09-16;0;1;0;0;26; ;0; ;4;2;0;0;0;0;2008-09-18;2008-09-17;1042;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
13768;2008-08-06;2;0;2;2008-08-06;0;1;2;0;6; ;0;CA;4;6;0;0;0;0;2008-08-08;2008-08-07;1843;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0
13769;2008-11-28;1;0;9;2008-11-28;0;2;1;1;46; ;0; ;2;3;0;1;0;0;2008-12-12;2008-12-07;649;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
13774;2008-04-18;0;0;8;2008-04-18;0;2;3;0;45; ;1; ;1;2;0;1;0;0;2008-04-22;2008-04-19;579;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
13791;2008-08-31;1;0;11;2008-08-31;0;1;3;0;40; ;0; ;5;3;0;0;0;0;2008-09-02;2008-09-01;16;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
13806;2008-10-15;1;0;12;2008-10-15;0;3;1;1;14; ;0;BD;3;1;0;1;0;0;2008-10-16;2008-10-15;487;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13808;2008-12-21;1;0;9;2008-12-21;0;1;1;1;53; ;0; ;3;1;0;0;0;0;2008-12-23;2008-12-23;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13809;2008-06-30;0;0;4;2008-06-30;0;1;3;0;74; ;1;AH;1;1;0;0;0;0;2008-07-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13844;2008-07-16;0;0;9;2008-07-16;0;3;1;1;23; ;0; ;4;2;0;1;0;0;2008-07-18;2008-07-22;1478;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
13850;2008-12-03;2;0;4;2008-12-03;0;1;2;0;45;45;0; ;5;4;0;0;0;0;2009-02-16;2009-02-13;970;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0
13852;2008-10-24;0;0;8;2008-10-24;0;1;0;0;89; ;0; ;4;1;0;0;0;0;2008-10-27;2008-10-25;539;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13854;2008-07-16;0;0;4;2008-07-16;0;3;0;0;14; ;0; ;5;3;0;1;0;0;2008-07-18;2008-07-17;1479;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
13858;2008-10-19;0;0;9;2008-10-19;0;3;2;0;65;65;0; ;3;2;0;1;0;0;2008-10-21;2008-10-20;657;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
13862;2008-07-07;0;0;8;2008-07-07;1;1;0;0;91; ;0;AB;3;1;0;0;0;0;2008-07-09;2008-07-08;722;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13875;2008-12-27;1;0;4;2008-12-27;0;1;1;1;68; ;0; ;5;1;0;0;0;0;2008-12-30;2008-12-30;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13884;2008-12-21;0;0;11;2008-12-21;0;1;0;0;12; ;0; ;2;1;0;0;0;0;2008-12-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13885;2008-04-08;2;0;4;2008-04-08;0;1;0;0;66; ;0; ;1;1;0;0;0;1;2008-04-10;2008-04-09;125;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
13888;2008-12-16;1;0;8;2008-12-16;0;1;3;0;68; ;0;BQ;3;2;0;0;0;0;2008-12-17;2008-12-16;753;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
13890;2008-04-20;2;0;8;2008-04-20;0;2;0;0;47;46;1; ;1;1;0;1;0;0;2008-04-22;2008-04-21;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13892;2008-06-06;2;0;9;2008-06-06;1;2;1;1;58; ;0; ;2;1;0;1;0;0;2008-06-09;2008-06-07;353;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13922;2008-12-20;0;0;11;2008-12-20;0;2;0;0;26; ;1; ;2;2;0;1;0;0;2009-01-05;2008-12-29;1197;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
13925;2008-09-12;1;0;8;2008-09-12;1;1;2;0;91; ;0;BQ;3;3;0;0;0;1;2008-09-26;2008-09-17;679;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
13927;2008-07-11;0;0;9;2008-07-11;0;3;1;1;21; ;0; ;5;2;0;1;0;0;2009-07-14;2008-07-11;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
13948;2008-08-08;1;0;4;2008-08-08;0;1;3;0;24; ;0; ;4;2;0;0;0;0;2008-08-11;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
13949;2008-12-13;0;0;4;2008-12-13;0;1;3;0;97; ;0; ;3;2;0;0;0;0;2008-12-16;2008-12-14;771;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
13961;2008-06-05;0;1;12;2008-06-05;0;2;2;0;47; ;0; ;5;3;0;1;0;0;2008-06-06;2008-06-05;1475;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
13966;2008-06-19;2;0;12;2008-04-17;0;3;0;0;10; ;0; ;5;2;0;1;0;0;2008-06-20;2008-06-19;662;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
13971;2008-12-28;0;0;8;2008-12-28;0;1;2;0;94; ;0; ;5;4;0;0;0;0;2009-01-13;2008-12-29;1304;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
13989;2008-08-12;0;0;4;2008-08-12;0;1;0;0;84; ;0; ;1;1;0;0;0;1;2008-08-14;2008-08-13;89;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
13993;2008-08-22;0;0;2;2008-08-22;0;3;2;0;24; ;0; ;3;3;0;1;0;0;2008-08-26;2008-08-23;1172;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
13998;2008-05-20;0;0;9;2008-05-20;0;2;1;1;52; ;0; ;1;1;0;1;0;0;2008-05-21;2008-05-21;231;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
14001;2008-04-23;2;0;12;2008-04-23;0;1;0;0;3; ;0; ;2;1;0;0;0;1;2009-04-27;0000-00-00;127;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
14002;2008-05-04;0;0;9;2008-05-04;0;3;1;1;21; ;0; ;1;1;0;1;0;0;2008-05-19;2008-05-23;428;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
14003;2008-09-21;0;0;8;2008-09-21;0;1;0;0;24; ;1;AX;1;1;0;0;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
14010;2008-10-04;1;0;9;2008-10-04;0;1;2;0;34; ;0; ;2;1;0;0;0;0;2008-10-07;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
14013;2008-12-19;0;0;11;2008-12-19;0;3;1;1;65; ;0; ;2;1;0;1;0;0;2008-12-22;2008-12-20;401;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
14017;2008-12-09;0;0;9;2008-12-09;0;1;0;0;71; ;0;BQ;4;1;0;0;0;0;2008-12-23;2009-01-26;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
14018;2008-10-14;0;0;2;2008-10-14;0;3;0;0;94; ;0; ;3;2;0;1;0;0;2008-10-16;2008-10-15;963;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
14021;2008-07-08;0;0;12;2008-07-08;0;2;0;0;51; ;1; ;1;3;0;1;0;0;2009-07-13;2008-08-09;1737;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
14028;2008-07-12;0;0;12;2008-07-12;1;1;2;0;13; ;0;BQ;4;2;0;0;0;0;2008-07-15;2008-07-12;896;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
14047;2008-09-05;1;0;2;2008-09-05;0;1;0;0;23; ;0; ;3;2;0;0;0;0;2009-09-08;2008-09-06;1210;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
14048;2008-06-05;0;0;2;2008-06-05;0;3;1;1;97; ;0; ;5;4;0;1;0;0;2008-06-09;2008-06-07;1613;3;0;0;3;0;0;0;0;0;0;0;0;1;0;0
14051;2008-10-19;0;0;9;2008-10-19;0;1;2;0;14; ;0; ;1;1;0;0;0;0;2008-10-21;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14068;2008-12-18;0;0;12;2008-12-18;0;2;1;1;45; ;0; ;5;6;0;1;0;0;2008-12-19;2008-12-19;1616;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0
14072;2008-11-03;1;0;2;2008-11-03;0;2;1;1;44; ;0; ;3;2;0;1;0;0;2008-11-04;2008-11-04;560;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
14074;2008-11-19;0;0;11;2008-11-19;0;2;1;1;44; ;0; ;1;1;0;1;0;0;2008-11-20;2008-11-19;139;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
14076;2008-12-02;0;0;9;2008-12-02;0;1;0;0;90; ;0; ;3;1;0;0;0;0;2008-12-04;2008-12-03;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
14080;2008-08-28;0;0;11;2008-08-23;1;2;1;1;40; ;0; ;1;1;0;1;0;0;2008-09-01;2008-08-29;215;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
14091;2008-12-22;1;0;8;2008-12-22;0;2;2;0;65; ;1; ;1;3;0;1;0;0;2008-12-24;2008-12-23;999;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
14095;2008-05-30;1;0;9;2008-05-30;0;2;2;0;51; ;0; ;1;1;0;1;0;0;2008-06-03;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14110;2008-12-03;0;0;4;2008-12-03;0;3;0;0;30; ;0; ;4;2;0;1;0;0;2008-12-05;2008-12-03;1104;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
14111;2008-09-17;0;0;0;2008-09-17;0;1;2;0;56; ;0; ;1;1;0;0;0;0;2008-09-19;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
14120;2008-05-13;2;0;12;2008-05-13;0;3;0;0;40; ;0; ;4;3;0;1;0;0;2008-05-15;2008-05-14;924;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1
14125;2008-07-20;0;0;11;2008-07-20;0;1;1;1;48; ;0;AB;5;6;0;0;0;0;2008-07-22;2008-07-21;2201;6;0;0;3;0;0;0;0;0;1;0;0;2;0;0
14126;2008-12-11;2;0;12;2008-12-11;0;1;0;0;54; ;0; ;5;3;0;0;0;0;2008-12-25;2008-12-12;1308;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
14131;2008-12-01;1;0;4;2008-12-01;0;3;1;1;75; ;0; ;3;1;0;1;0;0;2009-01-16;2009-10-01;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
14132;2008-08-20;1;0;6;2008-08-20;0;1;0;0;1; ;0;AB;4;4;0;0;0;0;2008-08-21;2008-08-20;2555;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
14139;2008-09-01;0;0;4;2008-09-01;0;1;1;1;37; ;0; ;3;2;0;0;0;0;2009-09-04;2008-12-17;846;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
14148;2008-10-22;0;0;4;2008-10-22;1;3;1;1;68; ;0; ;1;1;0;1;0;0;2008-10-24;2008-10-24;362;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
14161;2008-11-23;0;0;0;2008-11-23;1;1;0;0;93; ;0; ;4;6;0;0;0;0;2008-11-25;2008-11-24;1813;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
14165;2008-09-30;1;0;4;2008-09-30;0;3;0;0;45; ;0; ;4;2;0;1;0;0;2008-10-14;2008-10-10;1384;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
14169;2008-04-01;0;0;4;2008-04-01;1;3;1;1;48; ;0; ;4;2;0;1;0;0;2008-04-03;2008-04-02;742;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
14199;2008-11-25;1;0;9;2008-11-25;0;1;2;0;12; ;0; ;4;3;0;0;0;0;2008-11-27;2008-12-02;441;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
14208;2008-08-09;0;0;1;2008-08-09;0;2;3;0;41; ;1; ;4;3;0;1;0;0;2008-08-12;2008-08-11;1613;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
14220;2008-04-03;1;0;5;2008-04-03;0;1;1;1;73; ;0; ;1;1;0;0;0;0;2008-04-17;2008-04-16;272;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
14228;2008-06-07;1;0;12;2008-06-07;0;2;0;0;52; ;0; ;2;1;0;1;0;1;2008-06-10;2008-06-09;264;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
14229;2008-09-12;0;0;9;2008-09-12;0;3;1;1;99; ;0; ;5;8;0;1;0;0;2009-09-15;2008-10-05;4723;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
14233;2008-09-11;1;0;12;2008-09-11;0;1;0;0;91; ;0; ;3;1;0;0;0;0;2008-09-15;2008-09-12;945;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
14236;2008-11-05;0;0;8;2008-11-05;0;1;3;0;66; ;0; ;3;1;0;0;0;1;2008-11-07;2008-11-06;116;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
14242;2008-12-23;1;0;8;2008-12-23;0;3;0;0;53; ;0; ;1;1;0;1;0;0;2008-12-24;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14254;2008-12-16;1;0;12;2008-12-16;0;3;0;0;31;37;0; ;4;1;0;1;0;0;2008-12-18;2008-12-17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
